"#","St","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","Address","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"501","S","A2086340","Detached","Monterey Park","11/17/2023","$529,900.00","$515,000.00","1,558","191 Anaheim Circle NE","Calgary","1997","37","Philippe Pono","CPONOPH","","Vishal Jasra","CJASRAVI","","CAL Zone NE"
"501","S","A2084746","Detached","Citadel","11/16/2023","$524,000.00","$515,000.00","1,029","189 Citadel Forest Close NW","Calgary","1999","27","Jean Diestro","CDIESTJE","","Jacqueline Hinz","CBARTSJA","","CAL Zone NW"
"501","S","A2084468","Semi Detached (Half Duplex)","New Brighton","11/11/2023","$524,900.00","$515,000.00","1,364","40 New Brighton Landing SE","Calgary","2008","38","John Wiebe","CWIEBEJO","","Harry Sood","CSOODHA","","CAL Zone SE"
"501","S","A2083231","Detached","Temple","11/17/2023","$520,000.00","$515,000.00","1,184","55 Templeson Way NE","Calgary","1980","35","Dusko Sremac","CSREMADU","CMURFI","Horace Rowe","CROWEHO","","CAL Zone NE"
"501","S","A2078854","Apartment","Eau Claire","11/10/2023","$520,000.00","$515,000.00","1,267","735 2 Avenue SW Unit#902","Calgary","2010","64","Lara Mitchell","CMITCHLA","","Kelly Prachar","CPRACHKE","CHAVREJU","CAL Zone CC"
"501","S","A2078712","Detached","Ogden","11/04/2023","$535,000.00","$515,000.00","933","7430 20 Street SE Unit#A&B","Calgary","1954","51","Melissa Juneau","CJUNEAME","","Luke Nichols","CNICHOLU","","CAL Zone SE"
"501","S","A2082563","Detached","Belmont","11/01/2023","$528,000.00","$514,000.00","1,448","234 Belmont Heath SW","Calgary","2019","39","Peter Pasion","CPASIOPE","","Heather Fabris","CFABRIHE","CDEDIESU","CAL Zone S"
"501","S","A2089307","Detached","Monterey Park","11/11/2023","$510,000.00","$513,000.00","1,080","7106 Laguna Way NE","Calgary","1995","14","Dennis Plintz","CPLINTDE","CSANDHKI","Kevin Shapkin","CSHAPKKE","","CAL Zone NE"
"501","S","A2093425","Detached","Monterey Park","11/23/2023","$450,000.00","$512,500.00","1,539","7931 Laguna Way NE","Calgary","1996","3","Sherrie Luu","CTRUONSH","","Simran Sidhu","CSIDHUSI","CDHILLJA2","CAL Zone NE"
"501","S","A2089791","Detached","Marlborough","11/07/2023","$485,000.00","$512,000.00","1,008","5207 Marbank Drive NE","Calgary","1973","11","Nick Profeta","CPROFENI","CMAHAL","Isaak Ghebretinsae","CGHEBRIS","","CAL Zone NE"
"501","S","A2094295","Detached","Country Hills","11/24/2023","$499,800.00","$510,200.00","1,410","162 Country Hills Heights NW","Calgary","1999","3","Tarek Hageahmad","CHAGEATA","CELHAGIB","Wendy Do","CDOWE","","CAL Zone N"
"501","S","A2094210","Detached","Beddington Heights","11/24/2023","$499,900.00","$510,000.00","1,275","271 Beddington Circle NE","Calgary","1980","3","Cam Sterns","CSTERNCA","CCOXKI","Kevin Huynh","CHUYNHQU","","CAL Zone N"
"501","S","A2090841","Detached","Coventry Hills","11/27/2023","$499,900.00","$510,000.00","905","63 Coventry View NE","Calgary","2000","26","Ricardo Serrano Toledo","CSERRARI","","Romel Castro","CCASTRRO","","CAL Zone N"
"501","S","A2090258","Detached","McKenzie Lake","11/09/2023","$499,900.00","$510,000.00","1,053","101 Mt Aberdeen Circle SE","Calgary","1997","13","Mitch Thompson","CTHOMPMI1","","Jordan Biss","CBISSJO","","CAL Zone SE"
